Station,Station Latitude,Station Longitude,Daily Passengers,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Subcategory
Tenjin,33.59148888888889,130.39935833333334,148957,Cafe Good Time (Cafeぐっどタイム),33.593643,130.39581,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Tully's Coffee,33.58998273677508,130.3972532519498,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,サンマルクカフェ,33.59147,130.39519,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,PRONTO,33.591532705902836,130.39978613007443,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Italian Tomato Café Jr. (イタリアントマト Café Jr. 天神南駅店),33.588123,130.40166,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.59248350812696,130.39828893506956,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Doutor Coffee Shop (ドトールコーヒーショップ),33.593883,130.398862,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Caffè Veloce (カフェ・ベローチェ),33.59242940907977,130.39960490974224,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.58745740239477,130.4013243096453,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.58792670071681,130.3967933725313,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Tully's Coffee,33.591788551389364,130.39674222030408,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.58782873933601,130.4013690980494,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,EXCELSIOR CAFFÉ,33.592502924235646,130.398530960083,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Seattle's Best Coffee,33.58784111724465,130.3970286476934,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,PRONTO,33.59012396501117,130.39801865818868,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,CAFÉ de CRIÉ,33.58713378712592,130.39957708018304,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Cafe del Sol,33.58788641062561,130.39667619944078,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,RETHINK CAFE with Ploom TECH,33.590211921544636,130.39918072782697,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Kazemachi (風街),33.591925548228716,130.3972916878032,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Xiang Garden,33.590513833617024,130.39993910115714,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Minori Cafe (みのりカフェ),33.590996,130.39804,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,TOWER RECORDS CAFE,33.589852,130.39882,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,TEN - (菓子処 「典」),33.59016361909185,130.39830565452576,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Sun Fukaya (サン・フカヤ 新天町本店),33.59014737570494,130.39803498839876,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Maid Cafe めるドナ,33.592605,130.397336,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Doutor Coffee Shop (ドトールコーヒーショップ),33.58998263868637,130.39894938468933,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Café Madu kitchen,33.58945907457801,130.3983564720206,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,café&books bibliothèque Fukuoka Tenjin,33.58935269997737,130.3983676404599,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,St. Marc Café (サンマルクカフェ),33.58793358224324,130.40133490957425,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Kikutake Coffee (菊竹珈琲堂),33.591561813541944,130.40237192178915,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,ANTENOR 岩田屋本館,33.58919399633275,130.39807738382538,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,あのカフェ Unknown Café,33.592871789656044,130.3967743588966,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Engineer Cafe (エンジニアカフェ),33.593121,130.401867,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Hoshino Coffee (星乃珈琲店),33.58876414684659,130.39898478278084,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,nana's green tea,33.58871360663217,130.3990020099514,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Coffee-sya Noda (珈琲舎のだ),33.58867028570169,130.3990731335515,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,CAFFE OTTO Piu,33.588392485098076,130.39914265175722,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Bar&Bar,33.592015,130.395594,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Baku (屋根裏貘 / アートスペース貘),33.59156525435799,130.39552314965587,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Hachu Melt-はちゅメルト- (Mew Melt-ミューメルト-),33.592237,130.395611,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Afternoon Tea TEAROOM,33.5881528255963,130.4011100043643,Cafes,Tea Room
Tenjin,33.59148888888889,130.39935833333334,148957,Connect Coffee,33.595159888400644,130.39809975039762,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,J Cafe COCORO,33.590353,130.398362,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Café Fadie (カフェファディ ふくぎん店),33.591172232343546,130.39797739215533,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Hands Cafe,33.59101370857093,130.3982964124524,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,kawara CAFE&DINING FORWARD,33.59102382940843,130.39848268032074,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Coffee-sya Noda (珈琲舎のだ),33.59262,130.3984,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,THE GUEST cafe&diner,33.59019876681416,130.39845570548707,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,j cafe 天神店,33.591238744313,130.40123777547709,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,アペティート天神地下街,33.59224852815521,130.39818689824082,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,nana's greentea,33.59087124668094,130.39817694239332,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,チロル,33.59141,130.39871,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Ville Franche,33.59077582159975,130.39875090122223,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Koyama Coffee,33.59006362667669,130.40004861210622,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,24/7 cafe apartment,33.590748,130.39796,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Sun Fukaya (サン・フカヤ),33.5905404383102,130.3992670976869,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,アンクル 千代田店,33.591814534102774,130.401264833583,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,カフェティ 福岡店,33.590282038164055,130.39898425340652,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,COSME KITCHEN CAFE,33.59085684795836,130.3991526074413,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,MINORI CAFE,33.59099693094344,130.39929696467087,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,2nd PLACE CAFE,33.590639,130.399026,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Terrassa,33.590140088367136,130.4001737845328,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Robert's Coffee (ロバーツコーヒー 福岡大名),33.58800138469158,130.3961655439549,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,不思議博物館分室 サナトリウム,33.59256513425976,130.39750869588178,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Kihachi Cafe (キハチカフェ),33.58773013373972,130.40070046946994,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,REC COFFEE 天神店,33.58746354100278,130.39877435573564,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,珈琲処 おがた,33.59108258008854,130.3969722724047,Cafes,Tea Room
Tenjin,33.59148888888889,130.39935833333334,148957,manu coffee 大名2号店,33.58856478418088,130.3958870526972,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,吉祥果,33.5902258323294,130.39724813732707,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Honey Coffee (ハニー珈琲),33.589376694923025,130.39828510545266,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,PRiMAL STAGE #ぷらまる,33.591946,130.396575,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,UNIVERSAL CAFÉ (ユニバーサル カフェ),33.590118,130.401679,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,ジャン＝ポール・エヴァンショコラバー,33.589312453750026,130.39820880105063,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Fortnum&Mason,33.58909786445774,130.4000287010397,Cafes,Tea Room
Tenjin,33.59148888888889,130.39935833333334,148957,Tenjin Style (天神Style),33.593734,130.394685,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,CAFÉ de CRIÉ,33.592587,130.416391,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,Starbucks,33.5901,130.414,Cafes,Coffee Shop
Gion,33.59404444444445,130.4146777777778,15772,PRONTO,33.59348487726213,130.4125964641571,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,PRONTO,33.590018,130.413473,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,カフェ・ジョージ,33.59290715749828,130.41519031986294,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,町家カフェ太郎茶屋鎌倉　祇園店,33.592598,130.414563,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,太郎茶屋 鎌倉 祇園店,33.59415977243184,130.41462170411504,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,D&DEPARTMENT DINING FUKUOKA,33.59403018707133,130.4173637092517,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,MANOMA,33.59609824925528,130.41314365553197,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,Tea & Cocktail Lounge (ティー&カクテルラウンジ),33.591407,130.417156,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,Caffè Veloce (カフェ・ベローチェ),33.592706438425594,130.41613834046555,Cafes,Coffee Shop
Gion,33.59404444444445,130.4146777777778,15772,五圓,33.590332,130.41496,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,ケンジーズカフェ,33.59483780352632,130.41025090231233,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,Caffè Veloce (カフェ・ベローチェ),33.589905,130.41638,Cafes,Coffee Shop
Gion,33.59404444444445,130.4146777777778,15772,Coffee-sya Noda (珈琲舎のだ サンプラザ店),33.59076465006005,130.4181432723999,Cafes,Café
Gion,33.59404444444445,130.4146777777778,15772,Kohakukan (琥珀館),33.592644,130.41103,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Moment Coffee,33.59068787296286,130.39007409011907,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,Starbucks,33.58904297716695,130.390612116511,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,Ivorish (アイボリッシュ),33.58889720354882,130.3952190172495,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Habit,33.588627998683904,130.39564716070427,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,PRONTO,33.5899,130.393539,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,サンマルクカフェ,33.59147,130.39519,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,Caffè Veloce (カフェ・ベローチェ 福岡赤坂店),33.58892289649638,130.38945286726226,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,COFFEE STAND seed village,33.589279161078125,130.39133131260428,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,Coffee-sya Noda (珈琲舍のだ 大名本店),33.58974,130.392852,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,珈琲酒房 うみぼうず,33.58662,130.392228,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,夜のコーヒー屋 タロカリ,33.58691704792173,130.3928666370179,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,猫カフェ キューリグ 大名店,33.586862339643574,130.3928916161716,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,CHEESE DINING ANGELO AND MICHAEL,33.58609060863292,130.39202383198358,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,J CAFE 大名店,33.58853031378115,130.39495834977515,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Howlt Coffee,33.588825,130.39523,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,cafe Pao de lo (カフェ バンデロー),33.589299,130.391137,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,松下記念館,33.588733496317204,130.39013704546588,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Grand Cafe (グランカフェ),33.58945529925936,130.39546714691033,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,黒猫屋珈琲店,33.58525077336124,130.39183113405682,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,happiness cafe (ハピネスカフェ),33.58776709044766,130.39533768194602,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,HAPPY HILL,33.588151,130.392924,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,CARBON COFFEE // ART OF LIFE,33.58604385280566,130.39394637195562,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Cafe ゆう,33.586019494412604,130.39419957764383,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,manu coffee 大名2号店,33.58856478418088,130.3958870526972,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,Swindle Factory,33.587039625832986,130.39220810848965,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Little Honey (リトルハニー 大名店),33.586292,130.39497,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,幸せのパンケーキ 福岡天神店,33.5898,130.39618,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,珈琲花坂,33.587038,130.39333,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,Cafe de 茶音,33.586279099515515,130.39186553295036,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,SUZU CAFE daimyo,33.58796518756518,130.39414047317914,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,松田珈琲店,33.586488007383664,130.39255161910663,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Cafe the launch 天神大名店,33.588029425866075,130.39419920747193,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Cafe & Bar NEXT (カフェ＆バーネクスト),33.58720308945914,130.39368152618408,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Cafe Dining Bar 7,33.58666132315511,130.3933161485819,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,珈琲フッコ,33.58604202916669,130.39200301630524,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,CK CAFE FUKUOKA,33.58672618356101,130.3934527026439,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,BLANKSPACECAFE,33.585953,130.391678,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,dramatic cafe,33.58880068,130.394875,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,ENTRANCE CAFE,33.59082293981663,130.39436606242208,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,BUZZ COFFEE,33.586456,130.39348,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,ライオン食堂,33.585796,130.38968,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,ハニー珈琲 大名小学校店,33.58890920536582,130.39504168839886,Cafes,Coffee Shop
Akasaka,33.58911666666667,130.39085,32937,カフェ・オスピターレ,33.585623,130.391523,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,豆茶,33.58888874618385,130.39512539571697,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Cafe Xando 大名店,33.58827156099845,130.39508399283594,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,R style,33.58851528816145,130.3957473924255,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Guild (ギルド),33.589032923551194,130.39581700955168,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Cafe Reve,33.589078495177446,130.39582681680918,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,CAFE BAR TRESOL,33.585143611422026,130.39231775233583,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,marbre blanc cafe 大名店,33.587058204976074,130.39521500293236,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,AIPCafe,33.58765791893643,130.3955892136834,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,Coco Papie,33.58716975974117,130.39537928247276,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,めいどりーみん 天神西通り店,33.58855703142668,130.39590590919312,Cafes,Café
Akasaka,33.58911666666667,130.39085,32937,MARQUI CAFE BY GINZA MARQUISE,33.58855577877379,130.39595628530572,Cafes,Café
Watanabedori,33.58396944444445,130.40484444444445,7966,Stereo Coffee,33.585741,130.404633,Cafes,Coffee Shop
Watanabedori,33.58396944444445,130.40484444444445,7966,REC COFFEE (REC COFFEE 薬院駅前店),33.58154540235834,130.4034984111786,Cafes,Coffee Shop
Watanabedori,33.58396944444445,130.40484444444445,7966,manu coffee (manu coffee 春吉店),33.58675012748883,130.40619916516337,Cafes,Coffee Shop
Watanabedori,33.58396944444445,130.40484444444445,7966,Komeda's Coffee (コメダ珈琲店),33.58626,130.4032,Cafes,Café
Watanabedori,33.58396944444445,130.40484444444445,7966,TAGSTÅ ESPRESSO STAND,33.583205286487456,130.4072021301624,Cafes,Café
