Station,Station Latitude,Station Longitude,Daily Passengers,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Subcategory
Tenjinminami,33.588197222222234,130.40172777777778,30201,Doutor Coffee Shop (ドトールコーヒーショップ),33.591479919076875,130.39937477303098,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Doutor Coffee Shop (ドトールコーヒーショップ),33.59021388811698,130.3972127247634,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,田頭茶舗,33.58990205809898,130.399795548312,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,espressamente illy,33.59149392748392,130.39883773606516,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,CAFÉ de CRIÉ,33.58713378712592,130.39957708018304,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,PRONTO,33.58466047422803,130.40417048074008,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Starbucks,33.58792670071681,130.3967933725313,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Tully's Coffee,33.58998273677508,130.3972532519498,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,St. Marc Café (サンマルクカフェ),33.58793358224324,130.40133490957425,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,PRONTO,33.591532705902836,130.39978613007443,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Seattle's Best Coffee,33.58784111724465,130.3970286476934,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Cafe del Sol,33.58788641062561,130.39667619944078,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Kihachi Cafe (キハチカフェ),33.58773013373972,130.40070046946994,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Royal Garden Cafe (ロイヤルガーデンカフェ天神),33.586737,130.40187,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,コンチネンタル カフェ ロイヤル,33.58885509386896,130.40127810740114,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Afternoon Tea TEAROOM,33.5881528255963,130.4011100043643,Cafes,Tea Room
Tenjinminami,33.588197222222234,130.40172777777778,30201,Seattle's Best Coffee,33.586971549414976,130.4016610980034,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,CAFFE OTTO Piu,33.588392485098076,130.39914265175722,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Coffee-sya Noda (珈琲舎のだ),33.58867028570169,130.3990731335515,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,FUK COFFEE,33.58918,130.40424,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,nana's green tea,33.58871360663217,130.3990020099514,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Koyama Coffee,33.59006362667669,130.40004861210622,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Hoshino Coffee (星乃珈琲店),33.58876414684659,130.39898478278084,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,REC COFFEE 天神店,33.58746354100278,130.39877435573564,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,ロジン,33.589554,130.40436,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Xiang Garden,33.590513833617024,130.39993910115714,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,PRONTO,33.59012396501117,130.39801865818868,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,RETHINK CAFE with Ploom TECH,33.590211921544636,130.39918072782697,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,TOWER RECORDS CAFE,33.589852,130.39882,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,café&books bibliothèque Fukuoka Tenjin,33.58935269997737,130.3983676404599,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,JELLY JELLY CAFE 福岡天神店,33.586924,130.398411,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Café Madu kitchen,33.58945907457801,130.3983564720206,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,モダンタイムズ,33.58559018507428,130.39963545609555,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Doutor Coffee Shop (ドトールコーヒーショップ),33.58998263868637,130.39894938468933,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,ANTENOR 岩田屋本館,33.58919399633275,130.39807738382538,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Seattle's Best Coffee,33.585105,130.403194,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Kikutake Coffee (菊竹珈琲堂),33.591561813541944,130.40237192178915,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,COSME KITCHEN CAFE,33.59085684795836,130.3991526074413,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,TEN - (菓子処 「典」),33.59016361909185,130.39830565452576,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Sun Fukaya (サン・フカヤ 新天町本店),33.59014737570494,130.39803498839876,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Afternoon Tea TEAROOM,33.58878450590452,130.400307455357,Cafes,Tea Room
Tenjinminami,33.588197222222234,130.40172777777778,30201,ネスプレッソブティック,33.58849414719182,130.4008550046336,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Fortnum&Mason,33.58909786445774,130.4000287010397,Cafes,Tea Room
Tenjinminami,33.588197222222234,130.40172777777778,30201,カフェテラスポピー,33.58835,130.401465,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Nespresso Boutique,33.5884082424662,130.4006758072497,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,ウィーンの森 博多大丸店,33.589326170844245,130.40098940231317,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,GRAM (gram 福岡天神今泉店),33.5868020123679,130.40035603221872,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Cafe comme ca (カフェコムサ),33.58820409499703,130.40035486221313,Cafes,Tea Room
Tenjinminami,33.588197222222234,130.40172777777778,30201,プロペラドライブ,33.58667718195624,130.40045479635205,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,UNIVERSAL CAFÉ (ユニバーサル カフェ),33.590118,130.401679,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,PALOMA+1 GASTRO BAR,33.58451277864196,130.3996235093303,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Minori Cafe (みのりカフェ),33.590996,130.39804,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,REC COFFEE 天神南店,33.58885,130.404155,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,F-ANNEX,33.585256597551634,130.39808236175776,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,ナナズグリーンティー,33.58857802548733,130.399067984073,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,harenohi coffee,33.588798,130.399114,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Terrassa,33.590140088367136,130.4001737845328,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,corduroy cafe,33.58747873137173,130.39651660083476,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,The Pancake Mansion,33.58627542898837,130.39972007864733,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,China cafe,33.586246,130.39899,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,THE ALLEY 福岡・天神店,33.58751,130.39821,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,China Cafe (チャイナカフェ),33.58678889778506,130.3985383469924,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,j cafe 天神店,33.591238744313,130.40123777547709,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,カフェティ 福岡店,33.590282038164055,130.39898425340652,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Honey Coffee (ハニー珈琲),33.589376694923025,130.39828510545266,Cafes,Coffee Shop
Tenjinminami,33.588197222222234,130.40172777777778,30201,Sun Fukaya (サン・フカヤ),33.5905404383102,130.3992670976869,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,ジャン＝ポール・エヴァンショコラバー,33.589312453750026,130.39820880105063,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,RAMAI PULAU RESORT,33.58558773163598,130.39942717994197,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,TRICOLORE Tiare (トリコロール･ティアレ),33.589151464540876,130.39796769618988,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,2nd PLACE CAFE,33.590639,130.399026,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Chapeau (珈琲のシャポー),33.591286896037204,130.4033288682678,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,THE GUEST cafe&diner,33.59019876681416,130.39845570548707,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,MINORI CAFE,33.59099693094344,130.39929696467087,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,J Cafe COCORO,33.590353,130.398362,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,Ville Franche,33.59077582159975,130.39875090122223,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,アンクル 千代田店,33.591814534102774,130.401264833583,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,月舟珈琲,33.584520202372595,130.40041696562014,Cafes,Café
Tenjinminami,33.588197222222234,130.40172777777778,30201,kawara CAFE&DINING FORWARD,33.59102382940843,130.39848268032074,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.5896340827616,130.39841294288632,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Qu'il fait bon (キルフェボン福岡),33.587355654415894,130.39822495242714,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Café & Meal MUJI,33.58749744582117,130.3969258368054,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.589237,130.39948,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.5901377893131,130.3989231942275,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Ueshima Coffee House (上島珈琲店),33.590096358917116,130.39786460798265,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,manu coffee (manu coffee 大名店),33.58654,130.397021,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Le BRETON,33.58475068419945,130.39798794966225,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.5889,130.39717,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.589179,130.398755,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.59119841293412,130.39831931082688,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,AUX BACCHANALES,33.58874606711467,130.4012690811982,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Tully's Coffee,33.589952,130.398951,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Tully's Coffee with U,33.589065,130.401477,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Komeda's Coffee (コメダ珈琲店),33.58626,130.4032,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Doutor Coffee Shop (ドトールコーヒーショップ),33.59021388811698,130.3972127247634,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,St. Marc Café (サンマルクカフェ),33.590058822465835,130.3994220814176,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Italian Tomato Café Jr. (イタリアントマト Café Jr. 天神南駅店),33.588123,130.40166,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.58745740239477,130.4013243096453,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Komeda's Coffee (コメダ珈琲店 福岡天神南店),33.589306,130.40363,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Ivorish (アイボリッシュ),33.58889720354882,130.3952190172495,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Doutor Coffee Shop (ドトールコーヒーショップ),33.591479919076875,130.39937477303098,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Doutor Coffee Shop (ドトールコーヒーショップ),33.589328522997484,130.39874437968692,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Habit,33.588627998683904,130.39564716070427,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.58782873933601,130.4013690980494,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,espressamente illy,33.59149392748392,130.39883773606516,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,田頭茶舗,33.58990205809898,130.399795548312,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Ando Coffee (庵道珈琲 天神店),33.59166881628873,130.39715023653676,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.58792670071681,130.3967933725313,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Tully's Coffee,33.58998273677508,130.3972532519498,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,CAFÉ de CRIÉ,33.58713378712592,130.39957708018304,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Ueshima Coffee House (上島珈琲店),33.59243801295733,130.39863187957204,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Seattle's Best Coffee,33.58784111724465,130.3970286476934,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,PRONTO,33.591532705902836,130.39978613007443,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Cafe del Sol,33.58788641062561,130.39667619944078,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,St. Marc Café (サンマルクカフェ),33.58793358224324,130.40133490957425,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Caffè Veloce (カフェ・ベローチェ),33.59242940907977,130.39960490974224,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Starbucks,33.59248350812696,130.39828893506956,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,PRONTO,33.59012396501117,130.39801865818868,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Tully's Coffee,33.591788551389364,130.39674222030408,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,EXCELSIOR CAFFÉ,33.592502924235646,130.398530960083,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,café&books bibliothèque Fukuoka Tenjin,33.58935269997737,130.3983676404599,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,RETHINK CAFE with Ploom TECH,33.590211921544636,130.39918072782697,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ANTENOR 岩田屋本館,33.58919399633275,130.39807738382538,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Coffee-sya Noda (珈琲舎のだ),33.58867028570169,130.3990731335515,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Kihachi Cafe (キハチカフェ),33.58773013373972,130.40070046946994,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,nana's green tea,33.58871360663217,130.3990020099514,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,TOWER RECORDS CAFE,33.589852,130.39882,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Hoshino Coffee (星乃珈琲店),33.58876414684659,130.39898478278084,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,CAFFE OTTO Piu,33.588392485098076,130.39914265175722,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Café Madu kitchen,33.58945907457801,130.3983564720206,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Doutor Coffee Shop (ドトールコーヒーショップ),33.58998263868637,130.39894938468933,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Sun Fukaya (サン・フカヤ 新天町本店),33.59014737570494,130.39803498839876,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,JELLY JELLY CAFE 福岡天神店,33.586924,130.398411,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Seattle's Best Coffee,33.586971549414976,130.4016610980034,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Royal Garden Cafe (ロイヤルガーデンカフェ天神),33.586737,130.40187,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Robert's Coffee (ロバーツコーヒー 福岡大名),33.58800138469158,130.3961655439549,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Minori Cafe (みのりカフェ),33.590996,130.39804,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,corduroy cafe,33.58747873137173,130.39651660083476,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,モダンタイムズ,33.58559018507428,130.39963545609555,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,manu coffee 大名2号店,33.58856478418088,130.3958870526972,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,FUK COFFEE,33.58918,130.40424,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Kazemachi (風街),33.591925548228716,130.3972916878032,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,F-ANNEX,33.585256597551634,130.39808236175776,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Afternoon Tea TEAROOM,33.58878450590452,130.400307455357,Cafes,Tea Room
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Xiang Garden,33.590513833617024,130.39993910115714,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ネスプレッソブティック,33.58849414719182,130.4008550046336,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Fortnum&Mason,33.58909786445774,130.4000287010397,Cafes,Tea Room
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,カフェテラスポピー,33.58835,130.401465,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Nespresso Boutique,33.5884082424662,130.4006758072497,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,コンチネンタル カフェ ロイヤル,33.58885509386896,130.40127810740114,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,harenohi coffee,33.588798,130.399114,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,REC COFFEE 天神店,33.58746354100278,130.39877435573564,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,TRICOLORE Tiare (トリコロール･ティアレ),33.589151464540876,130.39796769618988,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Koyama Coffee,33.59006362667669,130.40004861210622,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Afternoon Tea TEAROOM,33.5881528255963,130.4011100043643,Cafes,Tea Room
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,ジャン＝ポール・エヴァンショコラバー,33.589312453750026,130.39820880105063,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,カフェティ 福岡店,33.590282038164055,130.39898425340652,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Terrassa,33.590140088367136,130.4001737845328,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Honey Coffee (ハニー珈琲),33.589376694923025,130.39828510545266,Cafes,Coffee Shop
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Cafe comme ca (カフェコムサ),33.58820409499703,130.40035486221313,Cafes,Tea Room
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,THE ALLEY 福岡・天神店,33.58751,130.39821,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,TEN - (菓子処 「典」),33.59016361909185,130.39830565452576,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,2nd PLACE CAFE,33.590639,130.399026,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,UNIVERSAL CAFÉ (ユニバーサル カフェ),33.590118,130.401679,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,GRAM (gram 福岡天神今泉店),33.5868020123679,130.40035603221872,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,J Cafe COCORO,33.590353,130.398362,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,COSME KITCHEN CAFE,33.59085684795836,130.3991526074413,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Ville Franche,33.59077582159975,130.39875090122223,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,PALOMA+1 GASTRO BAR,33.58451277864196,130.3996235093303,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,CAFE CAT & FISH (C&F),33.586388,130.3955,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Maid Cafe めるドナ,33.592605,130.397336,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,The Pancake Mansion,33.58627542898837,130.39972007864733,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,kawara CAFE&DINING FORWARD,33.59102382940843,130.39848268032074,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,24/7 cafe apartment,33.590748,130.39796,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,Hands Cafe,33.59101370857093,130.3982964124524,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,吉祥果,33.5902258323294,130.39724813732707,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,China cafe,33.586246,130.39899,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,j cafe 天神店,33.591238744313,130.40123777547709,Cafes,Café
NishitetsuFukuokaTenjin,33.58877777777778,130.39988888888888,133696,チロル,33.59141,130.39871,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.5896340827616,130.39841294288632,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Ueshima Coffee House (上島珈琲店),33.590096358917116,130.39786460798265,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.5901377893131,130.3989231942275,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.589237,130.39948,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.59119841293412,130.39831931082688,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,St. Marc Café (サンマルクカフェ),33.59306541162325,130.3979453530497,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Qu'il fait bon (キルフェボン福岡),33.587355654415894,130.39822495242714,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Café & Meal MUJI,33.58749744582117,130.3969258368054,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.589179,130.398755,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Starbucks,33.5889,130.39717,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Tully's Coffee,33.589952,130.398951,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Doutor Coffee Shop (ドトールコーヒーショップ),33.591479919076875,130.39937477303098,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Doutor Coffee Shop (ドトールコーヒーショップ),33.59021388811698,130.3972127247634,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Ando Coffee (庵道珈琲 天神店),33.59166881628873,130.39715023653676,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,espressamente illy,33.59149392748392,130.39883773606516,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,St. Marc Café (サンマルクカフェ),33.590058822465835,130.3994220814176,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Ueshima Coffee House (上島珈琲店),33.59243801295733,130.39863187957204,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Tully's Coffee with U,33.589065,130.401477,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,Ivorish (アイボリッシュ),33.58889720354882,130.3952190172495,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Doutor Coffee Shop (ドトールコーヒーショップ),33.589328522997484,130.39874437968692,Cafes,Coffee Shop
Tenjin,33.59148888888889,130.39935833333334,148957,AUX BACCHANALES,33.58874606711467,130.4012690811982,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,田頭茶舗,33.58990205809898,130.399795548312,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Habit,33.588627998683904,130.39564716070427,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Komeda's Coffee (コメダ珈琲店 福岡天神南店),33.589306,130.40363,Cafes,Café
Tenjin,33.59148888888889,130.39935833333334,148957,Doutor Coffee Shop (ドトールコーヒーショップ),33.593236,130.397662,Cafes,Coffee Shop
